鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
汐止區,房地(土地+建物),新興路121~150號,15.13,都市：其他:第二種住宅區,,,1100124,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991109,99.27,2,1,1,有,有,11800000,118868,,0.0,0,,RPVPMLPKLHGGFDF48DA,56.72,7.29,3.38,,
新店區,房地(土地+建物),北新路二段121~150號,2.77,都市：其他:商業區,,,1100304,土地8建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951109,36.51,1,1,1,有,有,7200000,197206,,0.0,0,,RPRNMLTKLHGGFCF18DA,24.1,1.94,0.0,,
林口區,房地(土地+建物)+車位,文化二路二段110巷1~30號,15.08,都市：其他:第五種住宅區,,,1100204,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960910,121.88,2,2,1,有,有,9260000,75976,坡道平面,23.13,0,陽台外推;,RPUNMLMLLHGGFBF77DA,59.16,2.25,9.18,有,0533
新莊區,房地(土地+建物),昌平街59巷11弄1~30號,4.81,都市：其他:住宅區,,,1100221,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841220,34.05,1,0,1,有,有,3680000,108076,,0.0,0,,RPVPNLMKLHGGFBF08DA,19.12,0.0,3.08,,
五股區,房地(土地+建物),成泰路二段91巷1~30號,6.48,都市：其他:商業區,,,1100222,土地1建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850703,81.02,2,1,1,有,有,6900000,85164,,0.0,0,,RPTNMLMJLHGGFBF47DA,58.99,0.0,5.92,,
板橋區,房地(土地+建物)+車位,重慶路241~270號,14.6,都市：其他:市場用地,,,1100309,土地1建物1車位1,二十一層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0811208,216.38,4,2,2,有,有,4500000,20797,坡道平面,38.13,0,親友、員工、共有人或其他特殊關係間之交易;,RPOSMLPLLHGGFAF87DA,151.83,0.0,12.66,,
桃園區,房地(土地+建物)+車位,大業路一段61~90號,25.62,都市：其他:住宅區,,,1100104,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850412,161.65,3,2,2,有,有,8580000,53078,坡道平面,0.0,1100000,,RPQTMLOJJHGGFAH87DA,82.83,2.02,16.73,有,0001
桃園區,房地(土地+建物)+車位,文中三路31~60號,21.11,都市：其他:住宅區,,,1100119,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,158.99,3,2,2,有,有,12360000,78991,坡道平面,26.57,1900000,,RPQNMLTJKHGGFAH87DA,76.8,0.0,13.73,,
桃園區,房地(土地+建物)+車位,文中三路31~60號,27.97,都市：其他:住宅區,,,1100119,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,226.01,4,2,2,有,有,16530000,73639,坡道平面,53.14,3800000,,RPRNMLTJKHGGFAH97DA,104.18,0.0,14.0,,
桃園區,房地(土地+建物)+車位,文中三路31~60號,21.11,都市：其他:住宅區,,,1100119,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,158.99,3,2,2,有,有,11650000,73629,坡道平面,26.57,1900000,,RPSNMLTJKHGGFAH08DA,76.8,0.0,13.73,,
桃園區,房地(土地+建物)+車位,文中三路1~30號,17.24,都市：其他:住宅區,,,1100119,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,134.29,3,2,2,有,有,9900000,75195,坡道平面,26.57,1800000,,RPXNMLTJKHGGFAH58DA,66.37,0.0,7.21,,
桃園區,房地(土地+建物)+車位,文中三路1~30號,16.53,都市：其他:住宅區,,,1100202,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,129.51,3,2,1,有,有,10170000,83252,坡道平面,26.57,1600000,,RPVQMLMLKHGGFAH18DA,64.52,0.0,5.84,,
桃園區,房地(土地+建物)+車位,中華路91~120號,13.66,都市：其他:商業區,,,1090911,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,155.57999999999998,3,2,2,有,有,14000000,99712,坡道平面,34.23,1900000,預售屋、或土地及建物分次登記案件;,RPWOMLRJLHGGFAH48DA,73.86,0.0,7.89,,
桃園區,房地(土地+建物)+車位,國強一街181~210號,15.02,都市：其他:第二種住宅區,,,1091221,土地2建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980815,130.63,2,2,1,有,有,8100000,62007,坡道平面,30.11,0,,RPSPMLLKLHGGFAH67DA,60.3,1.37,9.28,有,0006
桃園區,房地(土地+建物)+車位,新埔七街181~210號,19.23,都市：其他:商業區,,,1090523,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,194.56,4,2,2,有,有,15300000,85333,坡道平面,32.84,1500000,,RPUQMLRKLHGGFAH58DA,97.84,0.0,12.14,,
桃園區,房地(土地+建物)+車位,新埔七街181~210號,15.19,都市：其他:商業區,,,1090314,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,160.19,3,2,2,有,有,12500000,86376,坡道平面,32.84,1500000,,RPVQMLRKLHGGFAH68DA,76.55,0.0,10.05,,
桃園區,房地(土地+建物)+車位,新埔七街181~210號,15.19,都市：其他:商業區,,,1090213,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,160.19,3,2,2,有,有,13000000,88732,坡道平面,32.84,1700000,,RPWQMLRKLHGGFAH78DA,76.55,0.0,10.05,,
桃園區,房地(土地+建物)+車位,新埔七街151~180號,15.84,都市：其他:商業區,,,1081005,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,165.61,3,2,2,有,有,13000000,85110,坡道平面,32.84,1700000,,RPXQMLRKLHGGFAH88DA,80.57,0.0,9.72,,
桃園區,房地(土地+建物)+車位,門街91~120號,17.64,都市：其他:住宅區,,,1090609,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,128.55,2,2,1,有,有,8360000,73695,坡道平面,36.82,1600000,預售屋、或土地及建物分次登記案件;,RPSUMLRKLHGGFAH78DA,57.47,0.0,4.9,有,0009
桃園區,房地(土地+建物)+車位,門街91~120號,22.08,都市：其他:住宅區,,,1090602,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,151.88,3,2,2,有,有,10080000,71962,坡道平面,36.82,1800000,預售屋、或土地及建物分次登記案件;,RPTUMLRKLHGGFAH88DA,69.23,0.0,9.01,,
桃園區,房地(土地+建物)+車位,門街91~120號,17.64,都市：其他:住宅區,,,1090703,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,128.55,2,2,1,有,有,8300000,73040,坡道平面,36.82,1600000,預售屋、或土地及建物分次登記案件;,RPUUMLRKLHGGFAH98DA,57.47,0.0,4.9,,
桃園區,房地(土地+建物)+車位,門街91~120號,21.82,都市：其他:住宅區,,,1091027,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,150.57,3,2,2,有,有,10400000,77363,坡道平面,36.82,1600000,預售屋、或土地及建物分次登記案件;,RPXUMLRKLHGGFAH66DA,69.82,0.0,7.49,,
桃園區,房地(土地+建物)+車位,門街91~120號,22.08,都市：其他:住宅區,,,1090501,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,151.88,3,2,2,有,有,10080000,72832,坡道平面,36.82,1700000,預售屋、或土地及建物分次登記案件;,RPOVMLRKLHGGFAH48DA,69.23,0.0,9.01,,
桃園區,房地(土地+建物)+車位,門街91~120號,22.08,都市：其他:住宅區,,,1090515,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,150.82,3,2,2,有,有,10050000,73440,坡道平面,35.76,1600000,預售屋、或土地及建物分次登記案件;,RPPVMLRKLHGGFAH58DA,69.23,0.0,9.01,,
桃園區,房地(土地+建物)+車位,門街91~120號,22.28,都市：其他:住宅區,,,1090506,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,188.51999999999998,3,2,2,有,有,11520000,70682,坡道平面,73.64,3400000,預售屋、或土地及建物分次登記案件;,RPQVMLRKLHGGFAH68DA,70.73,0.0,7.33,,
桃園區,房地(土地+建物)+車位,門街91~120號,20.67,都市：其他:住宅區,,,1090922,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,144.48,3,2,2,有,有,9750000,74772,坡道平面,36.82,1700000,預售屋、或土地及建物分次登記案件;,RPRVMLRKLHGGFAH78DA,65.96,0.0,7.2,,
桃園區,房地(土地+建物)+車位,門街91~120號,22.03,都市：其他:住宅區,,,1091212,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,151.7,3,2,2,有,有,10800000,78343,坡道平面,36.82,1800000,預售屋、或土地及建物分次登記案件;,RPSVMLRKLHGGFAH88DA,70.73,0.0,7.33,,
桃園區,房地(土地+建物)+車位,門街91~120號,20.67,都市：其他:住宅區,,,1090813,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,144.48,3,2,2,有,有,9880000,75051,坡道平面,36.82,1800000,預售屋、或土地及建物分次登記案件;,RPTVMLRKLHGGFAH98DA,65.96,0.0,7.2,,
桃園區,房地(土地+建物),民生路1~30號,7.93,都市：其他:商業區,,,1100122,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090102,68.56,1,1,1,有,有,8350000,121791,,0.0,0,,RPQOMLSKLHGGFAH08DA,40.43,1.64,3.32,,
桃園區,房地(土地+建物)+車位,大同路1~30號,11.28,都市：其他:商業區,,,1100227,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090102,119.69999999999999,2,2,1,有,有,12800000,106934,坡道平面,0.0,1800000,,RPROMLSKLHGGFAH18DA,51.16,5.14,3.43,,
楊梅區,房地(土地+建物)+車位,裕成南路331~360號,15.96,,山坡地保育區,丙種建築用地,1100124,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861224,113.22,2,2,2,有,有,2000000,17665,坡道平面,0.0,0,,RPTOMLSJLHGGFDH58DA,69.44,0.0,9.03,,
蘆竹區,房地(土地+建物)+車位,南山路一段31~60號,6.29,都市：其他:住宅區,,,1091231,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,119.77000000000001,2,2,1,有,有,4800000,40077,坡道平面,0.0,0,,RPQOMLNJLHGGFEH87DA,52.9,2.31,4.0,,
蘆竹區,房地(土地+建物)+車位,興仁路181~210號,24.26,都市：其他:住宅區,,,1100221,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,162.76999999999998,3,2,2,有,有,11100000,68194,坡道平面,0.0,0,,RPQOMLLKLHGGFEH77DA,86.02,0.0,9.72,有,0033
蘆竹區,房地(土地+建物)+車位,奉化路271~300號,31.5,都市：其他:住宅區,,,1100303,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950221,216.49,4,2,2,有,有,12100000,55892,坡道平面,0.0,0,,RPVNMLSKLHGGFEH88DA,110.18,4.53,11.42,,
蘆竹區,房地(土地+建物)+車位,仁愛路二段1~30號,24.03,都市：其他:住宅區,,,1091216,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910205,222.8,4,2,2,有,有,15100000,67774,坡道平面,0.0,0,,RPXNMLRKLHGGFEH98DA,128.87,0.0,14.28,有,0034
八德區,房地(土地+建物)+車位,廣興二路61~90號,33.91,都市：其他:第二種住宅區,,,1100131,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040804,171.08999999999997,3,2,2,有,有,10580000,68075,坡道平面,34.77,1300000,,RPPNMLLMJHGGFFH67DA,86.48,0.0,11.37,有,0035
八德區,房地(土地+建物)+車位,中正路91~120號,13.99,都市：其他:商業區,,,1100207,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030623,123.69,2,2,1,有,有,7050000,62221,坡道平面,29.67,1200000,其他增建;,RPQNMLRJKHGGFFH18DA,55.59,1.22,9.22,有,0036
平鎮區,房地(土地+建物)+車位,延平路二段1~30號,9.57,都市：其他:住宅區,,,1100129,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011029,104.87,2,2,1,有,有,6700000,63889,坡道機械,0.0,0,,RPUNMLOJKHGGFGH38DA,54.06,3.15,7.98,有,0037
平鎮區,房地(土地+建物)+車位,振平街211~240號,22.75,都市：其他:住宅區,,,1100219,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011120,162.32,3,2,2,有,有,10100000,62223,坡道平面,33.83,0,,RPUOMLTKKHGGFGH09DA,80.27,1.16,8.64,有,0038
平鎮區,房地(土地+建物)+車位,明德北路1~30號,13.99,都市：其他:住宅區,,,1100222,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840314,159.16,3,2,2,有,有,6700000,42096,坡道平面,0.0,0,其他增建;,RPPOMLOJLHGGFGH08DA,74.77,0.0,10.92,,
平鎮區,房地(土地+建物)+車位,湧安路1~30號,17.92,都市：其他:停車場用地,,,1100227,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021212,132.64,2,2,1,有,有,5810000,43803,坡道平面,37.26,0,,RPSNMLPJLHGGFGH38DA,60.07,3.58,3.68,有,0040
龜山區,房地(土地+建物)+車位,文青路361~390號,19.07,都市：其他:第三種住宅區。,,,1100220,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090603,135.0,3,2,2,有,有,10500000,79064,坡道機械,13.58,900000,,RPWRMLRKLHGGFHH96DA,73.77,1.4,6.91,,
桃園區,房地(土地+建物)+車位,民族路181~210號,16.23,都市：其他:住宅區,,,1100208,土地3建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030225,149.86,3,2,2,有,有,9750000,65061,坡道機械,0.0,0,,RPROMLTKLHGGFAH38EA,71.05,3.11,6.93,有,0046
八德區,房地(土地+建物)+車位,中正路121~150號,20.2,都市：其他:商業區,,,1100206,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030623,167.98000000000002,3,2,2,有,有,9450000,56257,坡道平面,0.0,0,,RPPQMLTKLHGGFFH88EA,82.87,3.44,10.61,有,0052
平鎮區,房地(土地+建物)+車位,延平路二段1~30號,8.22,都市：其他:住宅區,,,1100202,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001215,119.47999999999999,2,2,1,有,有,6600000,55239,坡道平面,30.42,0,,RPXNMLSKLHGGFGH76EA,53.23,2.78,6.31,,
桃園區,房地(土地+建物)+車位,慈文路1~30號,20.28,都市：其他:住宅區,,,1100125,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040427,151.56,3,2,2,有,有,10500000,77747,坡道平面,35.8,1500000,陽台外推;其他增建;,RPSQMLTKLHGGFAH68EA,69.89,1.47,7.35,有,0057
桃園區,房地(土地+建物)+車位,同德六街151~180號,18.09,都市：其他:住宅區,,,1100115,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850131,148.76,3,2,2,有,有,9100000,61172,坡道平面,0.0,0,,RPWOMLTKLHGGFAH88EA,93.04,0.0,7.68,,
龜山區,房地(土地+建物)+車位,長慶三街1~30號,20.16,都市：其他:第四種住宅區,,,1100128,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,149.89,3,2,2,有,有,11000000,69814,坡道平面,23.84,2200000,,RPQOMLPKLHGGFHH48DA,78.34,0.0,8.05,,
龜山區,房地(土地+建物)+車位,牛角坡路271~300號,12.53,都市：其他:第五種住宅區,,,1100125,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,116.65,2,2,1,有,有,8760000,82944,坡道機械,22.49,950000,含裝潢費700000元;含傢俱設備費160000元;,RPWOMLTKLHGGFHH86DA,57.23,0.0,7.27,,
龜山區,房地(土地+建物)+車位,萬壽路二段721~750號,11.42,都市：其他:商業區,,,1100221,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030705,107.85,2,2,1,有,有,6500000,60269,坡道機械,19.97,0,,RPUOMLOJLHGGFHH68DA,55.92,0.0,3.75,,
龜山區,房地(土地+建物),長壽路211~240號,24.36,都市：其他:第二種住宅區,,,1100121,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920821,137.41,3,2,2,有,有,6400000,46576,,0.0,0,,RPOSMLNJLHGGFHH38DA,81.91,0.0,11.49,,
平鎮區,房地(土地+建物)+車位,民族路二段23巷1~30號,9.71,都市：其他:商業區,,,1100131,土地1建物1車位1,十六層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030807,162.4,3,2,2,有,有,10700000,65887,坡道平面,26.82,0,,RPQNMLSKLHGGFGH58DA,81.23,0.0,12.52,有,0061
平鎮區,房地(土地+建物)+車位,南平路121~150號,19.72,都市：其他:住宅區,,,1100203,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030711,139.17,2,2,1,有,有,6500000,46705,坡道平面,0.0,0,陽台外推;,RPVNMLOJLHGGFGH58DA,62.37,1.28,11.42,有,0064
平鎮區,房地(土地+建物)+車位,延平路二段1~30號,9.09,都市：其他:住宅區,,,1100221,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011029,103.87,2,2,1,有,有,7280000,70088,坡道平面,0.0,0,,RPQOMLMJLHGGFGH97DA,52.56,4.17,8.1,有,0065
平鎮區,房地(土地+建物)+車位,中豐路山頂段1~30號,27.68,都市：其他:住宅區,,,1091230,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031002,177.63,3,2,2,有,有,8800000,49544,坡道平面,0.0,0,,RPOPMLLMKIPFFGH88DA,84.16,1.74,11.29,有,0069
楊梅區,房地(土地+建物)+車位,文化街189巷61~90號,24.75,都市：其他:住宅區,,,1100205,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920219,153.02,3,2,2,有,有,3500000,22873,坡道平面,0.0,0,,RPUNMLMLKHGGFDH08DA,82.26,0.0,7.55,,
桃園區,房地(土地+建物)+車位,新埔七街151~180號,16.07,都市：其他:商業區,,,1090913,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,198.45,3,2,2,有,有,15600000,94148,坡道平面,65.68,3100000,,RPPRMLRKLHGGFAH18DA,80.57,0.0,9.72,,
桃園區,房地(土地+建物)+車位,新埔七街181~210號,10.31,都市：其他:商業區,,,1090120,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,117.45,2,2,1,有,有,8850000,86328,坡道平面,31.73,1450000,,RPQRMLRKLHGGFAH28DA,52.61,0.0,5.7,,
桃園區,房地(土地+建物)+車位,樹仁三街87巷1~30號,29.35,都市：其他:住宅區,,,1100209,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010715,224.20999999999998,4,2,2,有,有,12650000,56420,坡道平面,31.27,0,,RPROMLTJLHGGFAH18DA,115.12,1.43,18.59,有,0113
桃園區,房地(土地+建物)+車位,幸福路181~210號,23.01,都市：其他:住宅區,,,1100207,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,156.34,3,2,2,有,有,13650000,89681,坡道平面,25.32,1900000,,RPPPMLMKLHGGFAH47DA,78.71,2.5,6.77,,
桃園區,房地(土地+建物)+車位,吉安一街151~180號,11.34,都市：其他:第一之二種住宅區,,,1100218,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070323,105.99000000000001,1,1,1,有,有,9050000,85385,坡道平面,27.24,0,,RPPNMLSJLHGGFAH77DA,46.88,3.12,2.39,有,0114
桃園區,房地(土地+建物)+車位,中正路1381~1410號,14.3,都市：其他:住宅區,,,1100206,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,139.14,3,2,2,有,有,9500000,68277,坡道平面,26.59,0,,RPXNMLTKKHGGFAH68DA,113.6,0.0,5.01,有,0115
桃園區,房地(土地+建物),大業路一段31~60號,19.01,都市：其他:住宅區,,,1100116,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850412,105.02,3,2,2,有,有,6000000,57132,,0.0,0,,RPOTMLPJKHGGFAH87DA,70.83,5.98,9.01,,
桃園區,房地(土地+建物)+車位,中埔二街31~60號,13.0,都市：其他:住宅區,,,1100207,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940425,140.64999999999998,3,2,2,有,有,10850000,78367,坡道平面,21.33,1500000,陽台外推;其他增建;,RPPNMLRJKHGGFAH57DA,79.71,0.0,9.5,,
桃園區,房地(土地+建物)+車位,國聖一街61~90號,22.85,都市：其他:第二種住宅區,,,1100202,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830905,166.22,3,2,2,有,有,9600000,66672,坡道平面,41.73,1300000,,RPPRMLMJKHGGFAH47DA,125.93,0.99,12.3,,
桃園區,房地(土地+建物),大業路一段61~90號,18.14,都市：其他:住宅區,,,1100125,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850412,113.15,3,2,2,有,有,6400000,56562,,0.0,0,,RPWRMLPLJHGGFAH58DA,74.89,3.36,10.22,有,0118
桃園區,房地(土地+建物),中正路1321~1350號,54.31,都市：其他:住宅區,,,1091230,土地1建物1車位0,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920124,520.52,5,2,5,有,有,38880000,74695,,0.0,0,,RPRNMLRLJHGGFAH87DA,378.3,0.0,42.37,,
桃園區,房地(土地+建物),幸福路61~90號,11.57,都市：其他:商業區,,,1090811,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,93.3,2,2,1,有,有,7610000,81565,,0.0,0,預售屋、或土地及建物分次登記案件;,RPXPMLPJKHGGFAH38DA,59.62,0.0,4.0,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.24,都市：其他:商業區,,,1090513,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,117.43,2,2,1,有,有,8200000,76514,坡道平面,27.25,1300000,預售屋、或土地及建物分次登記案件;,RPWOMLSJLHGGFAH58DA,57.11,0.0,4.36,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,18.77,都市：其他:商業區,,,1090529,土地1建物1車位2,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,206.99,3,2,2,有,有,13500000,71073,坡道平面,56.44,2800000,預售屋、或土地及建物分次登記案件;,RPXOMLSJLHGGFAH68DA,93.14,0.0,9.47,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,18.77,都市：其他:商業區,,,1090825,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,206.99,3,2,2,有,有,13950000,74062,坡道平面,56.44,2800000,預售屋、或土地及建物分次登記案件;,RPPPMLSJLHGGFAH97DA,93.14,0.0,9.47,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,16.26,都市：其他:商業區,,,1081120,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,159.06,3,2,2,有,有,10950000,72990,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPTRMLSJLHGGFAH58DA,78.96,0.0,10.27,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,16.26,都市：其他:商業區,,,1090103,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,159.06,3,2,2,有,有,11250000,75283,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPURMLSJLHGGFAH68DA,78.96,0.0,10.27,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.15,都市：其他:商業區,,,1091105,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.70999999999998,2,2,1,有,有,10300000,81524,坡道平面,28.22,1700000,含裝潢費640000元;含傢俱設備費130000元;預售屋、或土地及建物分次登記案件;,RPWRMLSJLHGGFAH88DA,66.3,0.0,5.61,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.15,都市：其他:商業區,,,1090305,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.70999999999998,2,2,1,有,有,9320000,73182,坡道平面,28.22,1600000,含裝潢費160000元;預售屋、或土地及建物分次登記案件;,RPXRMLSJLHGGFAH98DA,66.3,0.0,5.61,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,16.48,都市：其他:商業區,,,1090528,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,160.97,3,2,2,有,有,11100000,71563,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPOSMLSJLHGGFAH18DA,80.75,0.0,9.66,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1090819,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,158.85,3,2,2,有,有,11500000,77318,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPVPMLSJLHGGFAH58DA,78.61,0.0,10.41,,
